hypothesis_id,birth_model,partition,direction_source,split_version,control_kind,control_description,event_count,jaccard_with_real,overlap_with_real,expected_overlap_fraction,mean_return,mean_excess_return,up_rate,delta_mean_excess_vs_real,p_value,p_value_lower,p_value_upper,p_value_method,draws,control_mean_std,decisive,verdict,warnings
HYP-HL-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,1469,,,,-0.042263,-0.042263,,-0.001618,0.7213930348258707,0.2835820895522388,0.7213930348258707,permutation_one_sided,200.0,0.002645,True,underperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-HL-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,1469,,,,-0.042166,-0.042166,,-0.001715,0.7014925373134329,0.3034825870646766,0.7014925373134329,permutation_one_sided,200.0,0.003003,True,underperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-HL-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,1511,0.474609,972.0,,-0.043604,-0.043604,0.402439,-0.000278,0.9676614953814271,,,welch_normal_approx,,,True,underperform,
HYP-HL-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,1515,0.464407,959.0,,-0.044073,-0.044073,0.408108,0.000191,0.9780841738597909,,,welch_normal_approx,,,True,outperform,
HYP-HL-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",1459,0.260536,612.0,0.443061,-0.023248,-0.023248,0.447312,-0.01682,1.0,0.004975124378109453,1.0,permutation_one_sided,200.0,0.003598,True,underperform,
HYP-HL-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,1459,,,,-0.040986,-0.040986,,0.000917,0.3681592039800995,0.6368159203980099,0.3681592039800995,permutation_one_sided,200.0,0.002376,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-HL-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,1459,,,,-0.041222,-0.041222,,0.001154,0.29850746268656714,0.7064676616915423,0.29850746268656714,permutation_one_sided,200.0,0.002507,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-HL-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,1523,0.543367,1065.0,,-0.037191,-0.037191,0.411486,-0.002877,0.65178661487262,,,welch_normal_approx,,,True,underperform,
HYP-HL-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,1500,0.533197,1044.0,,-0.039415,-0.039415,0.410555,-0.000653,0.9210170696092246,,,welch_normal_approx,,,True,underperform,
HYP-HL-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",837,0.130348,195.0,0.254176,-0.021932,-0.021932,0.447312,-0.026008,1.0,0.004975124378109453,1.0,permutation_one_sided,200.0,0.004727,True,underperform,
HYP-HL-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,837,,,,-0.049262,-0.049262,,0.001322,0.373134328358209,0.6318407960199005,0.373134328358209,permutation_one_sided,200.0,0.003756,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-HL-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,837,,,,-0.049435,-0.049435,,0.001496,0.34328358208955223,0.6616915422885572,0.34328358208955223,permutation_one_sided,200.0,0.003815,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-HL-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,856,0.363636,456.0,,-0.050449,-0.050449,0.365707,0.002509,0.7649116432454331,,,welch_normal_approx,,,True,outperform,
HYP-HL-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,831,0.326772,415.0,,-0.050903,-0.050903,0.370968,0.002964,0.720278895376506,,,welch_normal_approx,,,True,outperform,
HYP-HL-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",685,0.105263,132.0,0.208017,-0.023616,-0.023616,0.447312,-0.022549,1.0,0.004975124378109453,1.0,permutation_one_sided,200.0,0.005954,True,underperform,
HYP-HL-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,685,,,,-0.052468,-0.052468,,0.006303,0.13432835820895522,0.8706467661691543,0.13432835820895522,permutation_one_sided,200.0,0.00525,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-HL-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,685,,,,-0.052268,-0.052268,,0.006104,0.0945273631840796,0.9104477611940298,0.0945273631840796,permutation_one_sided,200.0,0.004568,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-HL-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,704,0.298521,323.0,,-0.054005,-0.054005,0.364162,0.007841,0.4402400836720974,,,welch_normal_approx,,,True,outperform,
HYP-HL-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,690,0.285582,309.0,,-0.054458,-0.054458,0.366864,0.008294,0.4058764573707736,,,welch_normal_approx,,,True,outperform,
HYP-HL-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",834,0.129679,194.0,0.253265,-0.022293,-0.022293,0.447312,-0.028156,1.0,0.004975124378109453,1.0,permutation_one_sided,200.0,0.005455,True,underperform,
HYP-HL-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,834,,,,-0.050701,-0.050701,,0.000252,0.46766169154228854,0.5373134328358209,0.46766169154228854,permutation_one_sided,200.0,0.003526,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-HL-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,834,,,,-0.050885,-0.050885,,0.000437,0.44776119402985076,0.5572139303482587,0.44776119402985076,permutation_one_sided,200.0,0.00381,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-HL-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,873,0.336167,435.0,,-0.045194,-0.045194,0.374269,-0.005254,0.5121875347568932,,,welch_normal_approx,,,True,underperform,
HYP-HL-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,854,0.363636,456.0,,-0.047939,-0.047939,0.382318,-0.002509,0.7649116432454331,,,welch_normal_approx,,,True,underperform,
HYP-CON-BZ-ZW-RAW-001,listing_open_v1,OOS,raw,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",731,0.11611,160.0,0.221986,-0.022554,-0.022554,0.447312,0.003889,0.23880597014925373,0.7661691542288557,0.23880597014925373,permutation_one_sided,200.0,0.005669,True,outperform,
HYP-CON-BZ-ZW-RAW-001,listing_open_v1,OOS,raw,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,731,,,,-0.019841,-0.019841,,0.001177,0.39800995024875624,0.6069651741293532,0.39800995024875624,permutation_one_sided,200.0,0.005568,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-BZ-ZW-RAW-001,listing_open_v1,OOS,raw,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,731,,,,-0.019964,-0.019964,,0.0013,0.3880597014925373,0.6169154228855721,0.3880597014925373,permutation_one_sided,200.0,0.005456,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-BZ-ZW-RAW-001,listing_open_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,934,0.22952,325.0,,-0.012994,-0.012994,0.450472,-0.00567,0.5079796695949699,,,welch_normal_approx,,,True,underperform,
HYP-CON-BZ-ZW-RAW-001,listing_open_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,849,0.196532,272.0,,-0.033504,-0.033504,0.405928,0.01484,0.09881348786506411,,,welch_normal_approx,,,True,outperform,
HYP-CON-BZ-ZW-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",906,0.144317,240.0,0.275129,-0.02318,-0.02318,0.447312,0.002193,0.31840796019900497,0.6865671641791045,0.31840796019900497,permutation_one_sided,200.0,0.005397,True,outperform,
HYP-CON-BZ-ZW-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,906,,,,-0.022266,-0.022266,,0.001279,0.3781094527363184,0.6268656716417911,0.3781094527363184,permutation_one_sided,200.0,0.005023,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-BZ-ZW-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,906,,,,-0.021988,-0.021988,,0.001001,0.373134328358209,0.6318407960199005,0.373134328358209,permutation_one_sided,200.0,0.004604,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-BZ-ZW-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,1002,0.237771,384.0,,-0.0177,-0.0177,0.461032,-0.003287,0.6825108159681063,,,welch_normal_approx,,,True,underperform,
HYP-CON-BZ-ZW-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,1005,0.2458,395.0,,-0.02068,-0.02068,0.444079,-0.000307,0.9687759663761996,,,welch_normal_approx,,,True,underperform,
HYP-CON-BZ-ZW-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",848,0.143774,224.0,0.257516,-0.02317,-0.02317,0.447312,0.010176,0.03482587064676617,0.9701492537313433,0.03482587064676617,permutation_one_sided,200.0,0.005271,True,outperform,
HYP-CON-BZ-ZW-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,848,,,,-0.017654,-0.017654,,0.00466,0.19402985074626866,0.8109452736318408,0.19402985074626866,permutation_one_sided,200.0,0.005028,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-BZ-ZW-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,848,,,,-0.017576,-0.017576,,0.004582,0.1791044776119403,0.8258706467661692,0.1791044776119403,permutation_one_sided,200.0,0.004795,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-BZ-ZW-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,859,0.210668,312.0,,-0.02211,-0.02211,0.466069,0.009115,0.3091209858468272,,,welch_normal_approx,,,True,outperform,
HYP-CON-BZ-ZW-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,807,0.22952,325.0,,-0.018664,-0.018664,0.452804,0.00567,0.5079796695949699,,,welch_normal_approx,,,True,outperform,
HYP-CON-BZ-ZW-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",175,0.033994,12.0,0.053143,-0.022209,-0.022209,0.447312,-0.0121,0.8308457711442786,0.17412935323383086,0.8308457711442786,permutation_one_sided,200.0,0.012933,True,underperform,
HYP-CON-BZ-ZW-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,175,,,,-0.027746,-0.027746,,-0.006563,0.7114427860696517,0.2935323383084577,0.7114427860696517,permutation_one_sided,200.0,0.012129,True,underperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-BZ-ZW-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,175,,,,-0.028273,-0.028273,,-0.006036,0.6965174129353234,0.30845771144278605,0.6965174129353234,permutation_one_sided,200.0,0.011925,True,underperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-BZ-ZW-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,219,0.043367,17.0,,0.009601,0.009601,0.5,-0.04391,0.012564472047092897,,,welch_normal_approx,,,True,underperform,
HYP-CON-BZ-ZW-CAL-001,listing_open_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,214,0.030612,12.0,,-0.029333,-0.029333,0.447917,-0.004976,0.7866280803349187,,,welch_normal_approx,,,True,underperform,
HYP-CON-BZ-ZW-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",166,0.029586,10.0,0.05041,-0.022776,-0.022776,0.447312,0.001231,0.4626865671641791,0.5422885572139303,0.4626865671641791,permutation_one_sided,200.0,0.013413,True,outperform,
HYP-CON-BZ-ZW-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,166,,,,-0.018421,-0.018421,,-0.003124,0.5621890547263682,0.4427860696517413,0.5621890547263682,permutation_one_sided,200.0,0.013851,True,underperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-BZ-ZW-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,166,,,,-0.016662,-0.016662,,-0.004883,0.6368159203980099,0.3681592039800995,0.6368159203980099,permutation_one_sided,200.0,0.01413,True,underperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-BZ-ZW-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,181,0.03125,11.0,,-0.017833,-0.017833,0.5125,-0.003712,0.8622445041996278,,,welch_normal_approx,,,True,underperform,
HYP-CON-BZ-ZW-CAL-001,listing_close_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,201,0.049315,18.0,,-0.038874,-0.038874,0.418478,0.017329,0.35071451899500766,,,welch_normal_approx,,,True,outperform,
HYP-CON-BZ-ZW-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",169,0.016854,6.0,0.051321,-0.024815,-0.024815,0.447312,0.034429,0.004975124378109453,1.0,0.004975124378109453,permutation_one_sided,200.0,0.013789,True,outperform,
HYP-CON-BZ-ZW-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,169,,,,-0.017894,-0.017894,,0.027508,0.009950248756218905,0.9950248756218906,0.009950248756218905,permutation_one_sided,200.0,0.011861,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-BZ-ZW-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,169,,,,-0.01923,-0.01923,,0.028844,0.01990049751243781,0.9850746268656716,0.01990049751243781,permutation_one_sided,200.0,0.012502,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-BZ-ZW-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,220,0.024814,10.0,,-0.028629,-0.028629,0.462312,0.038243,0.04560097209373287,,,welch_normal_approx,,,True,outperform,
HYP-CON-BZ-ZW-CAL-001,ipo_approx_v1,OOS,calibrated,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,170,0.043103,15.0,,-0.03657,-0.03657,0.410256,0.046184,0.01755998408737107,,,welch_normal_approx,,,True,outperform,
HYP-CON-BZ-HL-RAW-001,listing_open_v1,OOS,raw,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",1407,0.251865,574.0,0.42727,-0.023092,-0.023092,0.447312,-0.014584,1.0,0.004975124378109453,1.0,permutation_one_sided,200.0,0.003742,True,underperform,
HYP-CON-BZ-HL-RAW-001,listing_open_v1,OOS,raw,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,1407,,,,-0.039,-0.039,,0.001324,0.3034825870646766,0.7014925373134329,0.3034825870646766,permutation_one_sided,200.0,0.002545,True,outperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-BZ-HL-RAW-001,listing_open_v1,OOS,raw,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,1407,,,,-0.039204,-0.039204,,0.001527,0.3283582089552239,0.6766169154228856,0.3283582089552239,permutation_one_sided,200.0,0.002787,True,outperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-BZ-HL-RAW-001,listing_open_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,1441,0.494306,955.0,,-0.037039,-0.037039,0.398426,-0.000637,0.9238206677268876,,,welch_normal_approx,,,True,underperform,
HYP-CON-BZ-HL-RAW-001,listing_open_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,1422,0.461029,905.0,,-0.040839,-0.040839,0.401747,0.003163,0.6345304839870196,,,welch_normal_approx,,,True,outperform,
HYP-CON-BZ-HL-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",1415,0.244685,564.0,0.429699,-0.022721,-0.022721,0.447312,-0.018282,1.0,0.004975124378109453,1.0,permutation_one_sided,200.0,0.003656,True,underperform,
HYP-CON-BZ-HL-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,random_birth_assignment,在同一 as_of 内把命盘（引擎方向向量）随机置换到池内其它股票，保持每日横截面分布不变，破坏「股票↔命盘」对应关系。,1415,,,,-0.040337,-0.040337,,-0.000666,0.6069651741293532,0.39800995024875624,0.6069651741293532,permutation_one_sided,200.0,0.002783,True,underperform,随机出生指派只检验『股票↔命盘对应关系』是否携带信息，不能检验「同一命盘在不同日期是否有效」；后者由随机事件位置对照承担。
HYP-CON-BZ-HL-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,random_model_direction,在每个 as_of 内保持命中数量不变，把命中位置随机重新指派给池内股票，检验「具体哪些股票命中」是否携带信息。,1415,,,,-0.040216,-0.040216,,-0.000787,0.6218905472636815,0.38308457711442784,0.6218905472636815,permutation_one_sided,200.0,0.002506,True,underperform,本对照只随机化命中位置，保留每日命中数量；若真实事件集合接近整个池（如原始 BAZI_POS 正向率 96%），本对照会退化。
HYP-CON-BZ-HL-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_minus_7d,把出生时间平移 -7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,1466,0.450571,907.0,,-0.041109,-0.041109,0.408106,0.000107,0.9877039684177777,,,welch_normal_approx,,,True,outperform,
HYP-CON-BZ-HL-RAW-001,listing_close_v1,OOS,raw,phase3-oos-v1,shifted_birth_date_plus_7d,把出生时间平移 +7 天后重新排盘、重算因子，在真实 TRAIN 冻结阈值下重新求解事件集合。,1475,0.439312,894.0,,-0.043967,-0.043967,0.409438,0.002965,0.676466156275308,,,welch_normal_approx,,,True,outperform,
HYP-CON-BZ-HL-RAW-001,ipo_approx_v1,OOS,raw,phase3-oos-v1,random_event_position,"从同一分区的可用 (股票, as_of) 池中随机抽取与真实事件相同数量的事件（200 次置换），检验真实事件位置是否优于随机位置。",1398,0.247364,563.0,0.424537,-0.023206,-0.023206,0.447312,-0.013833,1.0,0.004975124378109453,1.0,permutation_one_sided,200.0,0.003469,True,underperform,
