run_version,hypothesis_id,object_id,birth_model,dimension,status,sign_agreement,stable,detail,slices
phase3f-run-v1,HYP-ZW-CAL-001,ziwei_calibrated,ipo_approx_v1,segment,OK,1.0,True,5/5 个切片可判定；符号一致性 1.0,"[{'dimension': 'segment', 'label': 'chinext', 'event_count': 208, 'date_count': 15, 'effect': -0.0327026, 'effect_t': np.float64(-1.874708)}, {'dimension': 'segment', 'label': 'sse_main', 'event_count': 254, 'date_count': 15, 'effect': -0.01382502, 'effect_t': np.float64(-0.795254)}, {'dimension': 'segment', 'label': 'star', 'event_count': 61, 'date_count': 15, 'effect': -0.00829379, 'effect_t': np.float64(-0.28763)}, {'dimension': 'segment', 'label': 'szse_main', 'event_count': 77, 'date_count': 15, 'effect': -0.01274537, 'effect_t': np.float64(-0.923531)}, {'dimension': 'segment', 'label': 'szse_sme_legacy', 'event_count': 143, 'date_count': 15, 'effect': -0.00914616, 'effect_t': np.float64(-0.414696)}]"
phase3f-run-v1,HYP-ZW-CAL-001,ziwei_calibrated,ipo_approx_v1,universe_subset,OK,0.5,False,2/2 个切片可判定；符号一致性 0.5,"[{'dimension': 'universe_subset', 'label': 'active', 'event_count': 605, 'date_count': 15, 'effect': 0.00092188, 'effect_t': np.float64(0.082996)}, {'dimension': 'universe_subset', 'label': 'delisted', 'event_count': 138, 'date_count': 14, 'effect': -0.16621808, 'effect_t': np.float64(-2.53571)}]"
phase3f-run-v1,HYP-ZW-CAL-001,ziwei_calibrated,ipo_approx_v1,market_regime,OK,1.0,True,2/2 个切片可判定；符号一致性 1.0,"[{'dimension': 'market_regime', 'label': 'down', 'event_count': 371, 'date_count': 8, 'effect': -0.02297456, 'effect_t': np.float64(-1.387527)}, {'dimension': 'market_regime', 'label': 'up', 'event_count': 372, 'date_count': 7, 'effect': -0.01370007, 'effect_t': np.float64(-0.528002)}]"
phase3f-run-v1,HYP-ZW-CAL-001,ziwei_calibrated,ipo_approx_v1,non_overlapping,OK,,True,相邻采样点相隔 57–65 个交易日，持有期 20D；重叠对占比 0.0000（0 表示事件窗口完全不重叠）,[]
phase3f-run-v1,HYP-ZW-CAL-001,ziwei_calibrated,ipo_approx_v1,adj_snapshot,OK,,True,仅能由退市补丁提供除权因子的股票占比 0.179168；两个快照对 500 只股票并集覆盖，未发现未覆盖行。,[]
phase3f-run-v1,HYP-ZW-CAL-001,ziwei_calibrated,listing_close_v1,year,OK,1.0,True,4/4 个切片可判定；符号一致性 1.0,"[{'dimension': 'year', 'label': '2023', 'event_count': 213, 'date_count': 4, 'effect': -0.02382468, 'effect_t': np.float64(-0.92628)}, {'dimension': 'year', 'label': '2024', 'event_count': 217, 'date_count': 4, 'effect': -0.03357696, 'effect_t': np.float64(-0.649019)}, {'dimension': 'year', 'label': '2025', 'event_count': 164, 'date_count': 4, 'effect': -0.01330503, 'effect_t': np.float64(-0.826985)}, {'dimension': 'year', 'label': '2026', 'event_count': 126, 'date_count': 3, 'effect': -0.00748949, 'effect_t': np.float64(-0.23787)}]"
phase3f-run-v1,HYP-ZW-CAL-001,ziwei_calibrated,listing_close_v1,segment,OK,1.0,True,5/5 个切片可判定；符号一致性 1.0,"[{'dimension': 'segment', 'label': 'chinext', 'event_count': 205, 'date_count': 15, 'effect': -0.02621944, 'effect_t': np.float64(-1.148653)}, {'dimension': 'segment', 'label': 'sse_main', 'event_count': 258, 'date_count': 15, 'effect': -0.01753479, 'effect_t': np.float64(-1.176374)}, {'dimension': 'segment', 'label': 'star', 'event_count': 68, 'date_count': 15, 'effect': -0.02398023, 'effect_t': np.float64(-1.006368)}, {'dimension': 'segment', 'label': 'szse_main', 'event_count': 112, 'date_count': 15, 'effect': -0.01308721, 'effect_t': np.float64(-0.686855)}, {'dimension': 'segment', 'label': 'szse_sme_legacy', 'event_count': 77, 'date_count': 15, 'effect': -0.01699673, 'effect_t': np.float64(-0.72809)}]"
phase3f-run-v1,HYP-ZW-CAL-001,ziwei_calibrated,listing_close_v1,universe_subset,OK,1.0,True,2/2 个切片可判定；符号一致性 1.0,"[{'dimension': 'universe_subset', 'label': 'active', 'event_count': 519, 'date_count': 15, 'effect': -0.00362076, 'effect_t': np.float64(-0.364405)}, {'dimension': 'universe_subset', 'label': 'delisted', 'event_count': 201, 'date_count': 14, 'effect': -0.11398382, 'effect_t': np.float64(-1.538343)}]"
phase3f-run-v1,HYP-ZW-CAL-001,ziwei_calibrated,listing_close_v1,market_regime,OK,1.0,True,2/2 个切片可判定；符号一致性 1.0,"[{'dimension': 'market_regime', 'label': 'down', 'event_count': 355, 'date_count': 8, 'effect': -0.01916946, 'effect_t': np.float64(-1.210948)}, {'dimension': 'market_regime', 'label': 'up', 'event_count': 365, 'date_count': 7, 'effect': -0.02170564, 'effect_t': np.float64(-0.736328)}]"
phase3f-run-v1,HYP-ZW-CAL-001,ziwei_calibrated,listing_close_v1,non_overlapping,OK,,True,相邻采样点相隔 57–65 个交易日，持有期 20D；重叠对占比 0.0000（0 表示事件窗口完全不重叠）,[]
phase3f-run-v1,HYP-ZW-CAL-001,ziwei_calibrated,listing_close_v1,adj_snapshot,OK,,True,仅能由退市补丁提供除权因子的股票占比 0.179168；两个快照对 500 只股票并集覆盖，未发现未覆盖行。,[]
phase3f-run-v1,HYP-ZW-CAL-001,ziwei_calibrated,listing_open_v1,year,OK,0.75,True,4/4 个切片可判定；符号一致性 0.75,"[{'dimension': 'year', 'label': '2023', 'event_count': 202, 'date_count': 4, 'effect': -0.02611427, 'effect_t': np.float64(-0.855552)}, {'dimension': 'year', 'label': '2024', 'event_count': 189, 'date_count': 4, 'effect': -0.02810021, 'effect_t': np.float64(-0.564339)}, {'dimension': 'year', 'label': '2025', 'event_count': 169, 'date_count': 4, 'effect': -0.01460425, 'effect_t': np.float64(-2.315831)}, {'dimension': 'year', 'label': '2026', 'event_count': 118, 'date_count': 3, 'effect': 0.01107739, 'effect_t': np.float64(0.343066)}]"
phase3f-run-v1,HYP-ZW-CAL-001,ziwei_calibrated,listing_open_v1,segment,OK,1.0,True,5/5 个切片可判定；符号一致性 1.0,"[{'dimension': 'segment', 'label': 'chinext', 'event_count': 141, 'date_count': 15, 'effect': -0.02547742, 'effect_t': np.float64(-1.733204)}, {'dimension': 'segment', 'label': 'sse_main', 'event_count': 217, 'date_count': 15, 'effect': -0.01395378, 'effect_t': np.float64(-0.682515)}, {'dimension': 'segment', 'label': 'star', 'event_count': 71, 'date_count': 15, 'effect': -0.0191233, 'effect_t': np.float64(-0.780244)}, {'dimension': 'segment', 'label': 'szse_main', 'event_count': 89, 'date_count': 15, 'effect': -0.01218369, 'effect_t': np.float64(-0.437928)}, {'dimension': 'segment', 'label': 'szse_sme_legacy', 'event_count': 160, 'date_count': 15, 'effect': -0.00148337, 'effect_t': np.float64(-0.066897)}]"
phase3f-run-v1,HYP-ZW-CAL-001,ziwei_calibrated,listing_open_v1,universe_subset,OK,0.5,False,2/2 个切片可判定；符号一致性 0.5,"[{'dimension': 'universe_subset', 'label': 'active', 'event_count': 518, 'date_count': 15, 'effect': 0.00599257, 'effect_t': np.float64(0.624371)}, {'dimension': 'universe_subset', 'label': 'delisted', 'event_count': 160, 'date_count': 14, 'effect': -0.12926661, 'effect_t': np.float64(-1.730547)}]"
phase3f-run-v1,HYP-ZW-CAL-001,ziwei_calibrated,listing_open_v1,market_regime,OK,1.0,True,2/2 个切片可判定；符号一致性 1.0,"[{'dimension': 'market_regime', 'label': 'down', 'event_count': 344, 'date_count': 8, 'effect': -0.01183267, 'effect_t': np.float64(-0.695757)}, {'dimension': 'market_regime', 'label': 'up', 'event_count': 334, 'date_count': 7, 'effect': -0.02105448, 'effect_t': np.float64(-0.73619)}]"
phase3f-run-v1,HYP-ZW-CAL-001,ziwei_calibrated,listing_open_v1,non_overlapping,OK,,True,相邻采样点相隔 57–65 个交易日，持有期 20D；重叠对占比 0.0000（0 表示事件窗口完全不重叠）,[]
phase3f-run-v1,HYP-ZW-CAL-001,ziwei_calibrated,listing_open_v1,adj_snapshot,OK,,True,仅能由退市补丁提供除权因子的股票占比 0.179168；两个快照对 500 只股票并集覆盖，未发现未覆盖行。,[]
phase3f-run-v1,HYP-HL-RAW-001,huangli_raw,ipo_approx_v1,year,OK,0.5,False,4/4 个切片可判定；符号一致性 0.5,"[{'dimension': 'year', 'label': '2023', 'event_count': 236, 'date_count': 4, 'effect': 0.0143243, 'effect_t': np.float64(0.248253)}, {'dimension': 'year', 'label': '2024', 'event_count': 550, 'date_count': 4, 'effect': -0.03823654, 'effect_t': np.float64(-0.773473)}, {'dimension': 'year', 'label': '2025', 'event_count': 466, 'date_count': 4, 'effect': -0.01358991, 'effect_t': np.float64(-0.836408)}, {'dimension': 'year', 'label': '2026', 'event_count': 207, 'date_count': 3, 'effect': 0.00056301, 'effect_t': np.float64(0.016234)}]"
phase3f-run-v1,HYP-HL-RAW-001,huangli_raw,ipo_approx_v1,segment,OK,0.8,True,5/5 个切片可判定；符号一致性 0.8,"[{'dimension': 'segment', 'label': 'chinext', 'event_count': 341, 'date_count': 15, 'effect': -0.0303641, 'effect_t': np.float64(-1.312548)}, {'dimension': 'segment', 'label': 'sse_main', 'event_count': 520, 'date_count': 15, 'effect': 0.00928671, 'effect_t': np.float64(0.413709)}, {'dimension': 'segment', 'label': 'star', 'event_count': 140, 'date_count': 15, 'effect': -0.00936526, 'effect_t': np.float64(-0.391652)}, {'dimension': 'segment', 'label': 'szse_main', 'event_count': 182, 'date_count': 13, 'effect': -0.07801627, 'effect_t': np.float64(-1.703659)}, {'dimension': 'segment', 'label': 'szse_sme_legacy', 'event_count': 276, 'date_count': 15, 'effect': -0.01296296, 'effect_t': np.float64(-0.491532)}]"
phase3f-run-v1,HYP-HL-RAW-001,huangli_raw,ipo_approx_v1,universe_subset,OK,0.5,False,2/2 个切片可判定；符号一致性 0.5,"[{'dimension': 'universe_subset', 'label': 'active', 'event_count': 1090, 'date_count': 15, 'effect': 0.0173634, 'effect_t': np.float64(1.138169)}, {'dimension': 'universe_subset', 'label': 'delisted', 'event_count': 369, 'date_count': 14, 'effect': -0.14501836, 'effect_t': np.float64(-1.865329)}]"
phase3f-run-v1,HYP-HL-RAW-001,huangli_raw,ipo_approx_v1,market_regime,OK,1.0,True,2/2 个切片可判定；符号一致性 1.0,"[{'dimension': 'market_regime', 'label': 'down', 'event_count': 801, 'date_count': 8, 'effect': -0.00026721, 'effect_t': np.float64(-0.009093)}, {'dimension': 'market_regime', 'label': 'up', 'event_count': 658, 'date_count': 7, 'effect': -0.02088312, 'effect_t': np.float64(-0.71671)}]"
phase3f-run-v1,HYP-HL-RAW-001,huangli_raw,ipo_approx_v1,non_overlapping,OK,,True,相邻采样点相隔 57–65 个交易日，持有期 20D；重叠对占比 0.0000（0 表示事件窗口完全不重叠）,[]
phase3f-run-v1,HYP-HL-RAW-001,huangli_raw,ipo_approx_v1,adj_snapshot,OK,,True,仅能由退市补丁提供除权因子的股票占比 0.179168；两个快照对 500 只股票并集覆盖，未发现未覆盖行。,[]
phase3f-run-v1,HYP-HL-RAW-001,huangli_raw,listing_close_v1,year,OK,1.0,True,4/4 个切片可判定；符号一致性 1.0,"[{'dimension': 'year', 'label': '2023', 'event_count': 239, 'date_count': 4, 'effect': -0.02843508, 'effect_t': np.float64(-0.907505)}, {'dimension': 'year', 'label': '2024', 'event_count': 547, 'date_count': 4, 'effect': -0.03756415, 'effect_t': np.float64(-0.725593)}, {'dimension': 'year', 'label': '2025', 'event_count': 440, 'date_count': 4, 'effect': -0.01018677, 'effect_t': np.float64(-1.048353)}, {'dimension': 'year', 'label': '2026', 'event_count': 243, 'date_count': 3, 'effect': -0.02017499, 'effect_t': np.float64(-0.557793)}]"
phase3f-run-v1,HYP-HL-RAW-001,huangli_raw,listing_close_v1,segment,OK,1.0,True,5/5 个切片可判定；符号一致性 1.0,"[{'dimension': 'segment', 'label': 'chinext', 'event_count': 355, 'date_count': 15, 'effect': -0.03595667, 'effect_t': np.float64(-1.982217)}, {'dimension': 'segment', 'label': 'sse_main', 'event_count': 499, 'date_count': 15, 'effect': -0.02319991, 'effect_t': np.float64(-1.164073)}, {'dimension': 'segment', 'label': 'star', 'event_count': 130, 'date_count': 13, 'effect': -0.04879205, 'effect_t': np.float64(-1.888146)}, {'dimension': 'segment', 'label': 'szse_main', 'event_count': 175, 'date_count': 14, 'effect': -0.00278137, 'effect_t': np.float64(-0.126742)}, {'dimension': 'segment', 'label': 'szse_sme_legacy', 'event_count': 310, 'date_count': 15, 'effect': -0.01804574, 'effect_t': np.float64(-0.85508)}]"
phase3f-run-v1,HYP-HL-RAW-001,huangli_raw,listing_close_v1,universe_subset,OK,0.5,False,2/2 个切片可判定；符号一致性 0.5,"[{'dimension': 'universe_subset', 'label': 'active', 'event_count': 1078, 'date_count': 15, 'effect': 0.00209803, 'effect_t': np.float64(0.191646)}, {'dimension': 'universe_subset', 'label': 'delisted', 'event_count': 391, 'date_count': 14, 'effect': -0.14238616, 'effect_t': np.float64(-2.114465)}]"
phase3f-run-v1,HYP-HL-RAW-001,huangli_raw,listing_close_v1,market_regime,OK,1.0,True,2/2 个切片可判定；符号一致性 1.0,"[{'dimension': 'market_regime', 'label': 'down', 'event_count': 755, 'date_count': 8, 'effect': -0.02396008, 'effect_t': np.float64(-1.371049)}, {'dimension': 'market_regime', 'label': 'up', 'event_count': 714, 'date_count': 7, 'effect': -0.02479833, 'effect_t': np.float64(-0.830572)}]"
phase3f-run-v1,HYP-HL-RAW-001,huangli_raw,listing_close_v1,non_overlapping,OK,,True,相邻采样点相隔 57–65 个交易日，持有期 20D；重叠对占比 0.0000（0 表示事件窗口完全不重叠）,[]
phase3f-run-v1,HYP-HL-RAW-001,huangli_raw,listing_close_v1,adj_snapshot,OK,,True,仅能由退市补丁提供除权因子的股票占比 0.179168；两个快照对 500 只股票并集覆盖，未发现未覆盖行。,[]
phase3f-run-v1,HYP-HL-RAW-001,huangli_raw,listing_open_v1,year,OK,0.75,True,4/4 个切片可判定；符号一致性 0.75,"[{'dimension': 'year', 'label': '2023', 'event_count': 224, 'date_count': 4, 'effect': -0.01315224, 'effect_t': np.float64(-0.713386)}, {'dimension': 'year', 'label': '2024', 'event_count': 568, 'date_count': 4, 'effect': -0.03895195, 'effect_t': np.float64(-0.72784)}, {'dimension': 'year', 'label': '2025', 'event_count': 458, 'date_count': 4, 'effect': -0.01560432, 'effect_t': np.float64(-0.939525)}, {'dimension': 'year', 'label': '2026', 'event_count': 209, 'date_count': 3, 'effect': 0.00145872, 'effect_t': np.float64(0.050108)}]"
phase3f-run-v1,HYP-HL-RAW-001,huangli_raw,listing_open_v1,segment,OK,1.0,True,5/5 个切片可判定；符号一致性 1.0,"[{'dimension': 'segment', 'label': 'chinext', 'event_count': 347, 'date_count': 15, 'effect': -0.05281315, 'effect_t': np.float64(-2.204745)}, {'dimension': 'segment', 'label': 'sse_main', 'event_count': 507, 'date_count': 15, 'effect': -0.00594355, 'effect_t': np.float64(-0.323762)}, {'dimension': 'segment', 'label': 'star', 'event_count': 132, 'date_count': 14, 'effect': -0.01325247, 'effect_t': np.float64(-0.61603)}, {'dimension': 'segment', 'label': 'szse_main', 'event_count': 190, 'date_count': 15, 'effect': -0.00127902, 'effect_t': np.float64(-0.065981)}, {'dimension': 'segment', 'label': 'szse_sme_legacy', 'event_count': 283, 'date_count': 15, 'effect': -0.00451242, 'effect_t': np.float64(-0.174626)}]"
phase3f-run-v1,HYP-HL-RAW-001,huangli_raw,listing_open_v1,universe_subset,OK,0.5,False,2/2 个切片可判定；符号一致性 0.5,"[{'dimension': 'universe_subset', 'label': 'active', 'event_count': 1077, 'date_count': 15, 'effect': 0.0036731, 'effect_t': np.float64(0.347731)}, {'dimension': 'universe_subset', 'label': 'delisted', 'event_count': 382, 'date_count': 14, 'effect': -0.1300281, 'effect_t': np.float64(-1.644682)}]"
phase3f-run-v1,HYP-HL-RAW-001,huangli_raw,listing_open_v1,market_regime,OK,1.0,True,2/2 个切片可判定；符号一致性 1.0,"[{'dimension': 'market_regime', 'label': 'down', 'event_count': 804, 'date_count': 8, 'effect': -0.0227543, 'effect_t': np.float64(-1.378346)}, {'dimension': 'market_regime', 'label': 'up', 'event_count': 655, 'date_count': 7, 'effect': -0.01206049, 'effect_t': np.float64(-0.422878)}]"
phase3f-run-v1,HYP-HL-RAW-001,huangli_raw,listing_open_v1,non_overlapping,OK,,True,相邻采样点相隔 57–65 个交易日，持有期 20D；重叠对占比 0.0000（0 表示事件窗口完全不重叠）,[]
phase3f-run-v1,HYP-HL-RAW-001,huangli_raw,listing_open_v1,adj_snapshot,OK,,True,仅能由退市补丁提供除权因子的股票占比 0.179168；两个快照对 500 只股票并集覆盖，未发现未覆盖行。,[]
phase3f-run-v1,HYP-HL-CAL-001,huangli_calibrated,ipo_approx_v1,year,OK,0.75,True,4/4 个切片可判定；符号一致性 0.75,"[{'dimension': 'year', 'label': '2023', 'event_count': 141, 'date_count': 4, 'effect': 0.07584641, 'effect_t': np.float64(0.383387)}, {'dimension': 'year', 'label': '2024', 'event_count': 366, 'date_count': 4, 'effect': -0.06046348, 'effect_t': np.float64(-1.657053)}, {'dimension': 'year', 'label': '2025', 'event_count': 232, 'date_count': 4, 'effect': -0.00456699, 'effect_t': np.float64(-0.288235)}, {'dimension': 'year', 'label': '2026', 'event_count': 95, 'date_count': 3, 'effect': -0.09535195, 'effect_t': np.float64(-0.967426)}]"
phase3f-run-v1,HYP-HL-CAL-001,huangli_calibrated,ipo_approx_v1,segment,OK,0.8,True,5/5 个切片可判定；符号一致性 0.8,"[{'dimension': 'segment', 'label': 'chinext', 'event_count': 191, 'date_count': 11, 'effect': -0.03314206, 'effect_t': np.float64(-1.036896)}, {'dimension': 'segment', 'label': 'sse_main', 'event_count': 285, 'date_count': 12, 'effect': -0.01123104, 'effect_t': np.float64(-0.223334)}, {'dimension': 'segment', 'label': 'star', 'event_count': 71, 'date_count': 9, 'effect': -0.07559429, 'effect_t': np.float64(-4.22359)}, {'dimension': 'segment', 'label': 'szse_main', 'event_count': 116, 'date_count': 8, 'effect': -0.06291471, 'effect_t': np.float64(-0.963023)}, {'dimension': 'segment', 'label': 'szse_sme_legacy', 'event_count': 171, 'date_count': 12, 'effect': 0.05153578, 'effect_t': np.float64(1.051061)}]"
phase3f-run-v1,HYP-HL-CAL-001,huangli_calibrated,ipo_approx_v1,universe_subset,OK,0.5,False,2/2 个切片可判定；符号一致性 0.5,"[{'dimension': 'universe_subset', 'label': 'active', 'event_count': 610, 'date_count': 13, 'effect': 0.03222933, 'effect_t': np.float64(0.736879)}, {'dimension': 'universe_subset', 'label': 'delisted', 'event_count': 224, 'date_count': 12, 'effect': -0.13745891, 'effect_t': np.float64(-1.316697)}]"
phase3f-run-v1,HYP-HL-CAL-001,huangli_calibrated,ipo_approx_v1,market_regime,OK,1.0,True,2/2 个切片可判定；符号一致性 1.0,"[{'dimension': 'market_regime', 'label': 'down', 'event_count': 458, 'date_count': 8, 'effect': -0.00958151, 'effect_t': np.float64(-0.145465)}, {'dimension': 'market_regime', 'label': 'up', 'event_count': 376, 'date_count': 7, 'effect': -0.02373429, 'effect_t': np.float64(-0.254848)}]"
phase3f-run-v1,HYP-HL-CAL-001,huangli_calibrated,ipo_approx_v1,non_overlapping,OK,,True,相邻采样点相隔 57–65 个交易日，持有期 20D；重叠对占比 0.0000（0 表示事件窗口完全不重叠）,[]
phase3f-run-v1,HYP-HL-CAL-001,huangli_calibrated,ipo_approx_v1,adj_snapshot,OK,,True,仅能由退市补丁提供除权因子的股票占比 0.179168；两个快照对 500 只股票并集覆盖，未发现未覆盖行。,[]
phase3f-run-v1,HYP-HL-CAL-001,huangli_calibrated,listing_close_v1,year,OK,1.0,True,4/4 个切片可判定；符号一致性 1.0,"[{'dimension': 'year', 'label': '2023', 'event_count': 52, 'date_count': 4, 'effect': 0.01980134, 'effect_t': np.float64(0.80797)}, {'dimension': 'year', 'label': '2024', 'event_count': 315, 'date_count': 4, 'effect': 0.00919574, 'effect_t': np.float64(0.111561)}, {'dimension': 'year', 'label': '2025', 'event_count': 207, 'date_count': 4, 'effect': 0.01137216, 'effect_t': np.float64(1.121091)}, {'dimension': 'year', 'label': '2026', 'event_count': 111, 'date_count': 3, 'effect': 0.00168837, 'effect_t': np.float64(0.046536)}]"
phase3f-run-v1,HYP-HL-CAL-001,huangli_calibrated,listing_close_v1,segment,OK,0.6,True,5/5 个切片可判定；符号一致性 0.6,"[{'dimension': 'segment', 'label': 'chinext', 'event_count': 175, 'date_count': 13, 'effect': -0.02174885, 'effect_t': np.float64(-1.154675)}, {'dimension': 'segment', 'label': 'sse_main', 'event_count': 237, 'date_count': 12, 'effect': -0.01481795, 'effect_t': np.float64(-0.619057)}, {'dimension': 'segment', 'label': 'star', 'event_count': 58, 'date_count': 12, 'effect': -0.02318077, 'effect_t': np.float64(-0.922447)}, {'dimension': 'segment', 'label': 'szse_main', 'event_count': 86, 'date_count': 12, 'effect': 0.05485951, 'effect_t': np.float64(1.179354)}, {'dimension': 'segment', 'label': 'szse_sme_legacy', 'event_count': 129, 'date_count': 12, 'effect': 0.02950107, 'effect_t': np.float64(0.872665)}]"
phase3f-run-v1,HYP-HL-CAL-001,huangli_calibrated,listing_close_v1,universe_subset,OK,0.5,False,2/2 个切片可判定；符号一致性 0.5,"[{'dimension': 'universe_subset', 'label': 'active', 'event_count': 520, 'date_count': 15, 'effect': 0.01160745, 'effect_t': np.float64(0.780105)}, {'dimension': 'universe_subset', 'label': 'delisted', 'event_count': 165, 'date_count': 12, 'effect': -0.0840076, 'effect_t': np.float64(-0.848356)}]"
phase3f-run-v1,HYP-HL-CAL-001,huangli_calibrated,listing_close_v1,market_regime,OK,1.0,True,2/2 个切片可判定；符号一致性 1.0,"[{'dimension': 'market_regime', 'label': 'down', 'event_count': 338, 'date_count': 8, 'effect': 0.01706539, 'effect_t': np.float64(0.567026)}, {'dimension': 'market_regime', 'label': 'up', 'event_count': 347, 'date_count': 7, 'effect': 0.00428843, 'effect_t': np.float64(0.12803)}]"
phase3f-run-v1,HYP-HL-CAL-001,huangli_calibrated,listing_close_v1,non_overlapping,OK,,True,相邻采样点相隔 57–65 个交易日，持有期 20D；重叠对占比 0.0000（0 表示事件窗口完全不重叠）,[]
phase3f-run-v1,HYP-HL-CAL-001,huangli_calibrated,listing_close_v1,adj_snapshot,OK,,True,仅能由退市补丁提供除权因子的股票占比 0.179168；两个快照对 500 只股票并集覆盖，未发现未覆盖行。,[]
phase3f-run-v1,HYP-HL-CAL-001,huangli_calibrated,listing_open_v1,year,OK,0.5,False,4/4 个切片可判定；符号一致性 0.5,"[{'dimension': 'year', 'label': '2023', 'event_count': 137, 'date_count': 4, 'effect': 0.0032618, 'effect_t': np.float64(0.159898)}, {'dimension': 'year', 'label': '2024', 'event_count': 368, 'date_count': 4, 'effect': -0.0286585, 'effect_t': np.float64(-0.480238)}, {'dimension': 'year', 'label': '2025', 'event_count': 232, 'date_count': 4, 'effect': -0.02175028, 'effect_t': np.float64(-0.88361)}, {'dimension': 'year', 'label': '2026', 'event_count': 100, 'date_count': 3, 'effect': 0.1134613, 'effect_t': np.float64(1.320846)}]"
phase3f-run-v1,HYP-HL-CAL-001,huangli_calibrated,listing_open_v1,segment,OK,0.6,True,5/5 个切片可判定；符号一致性 0.6,"[{'dimension': 'segment', 'label': 'chinext', 'event_count': 181, 'date_count': 12, 'effect': -0.03527751, 'effect_t': np.float64(-1.603154)}, {'dimension': 'segment', 'label': 'sse_main', 'event_count': 298, 'date_count': 14, 'effect': -0.00075504, 'effect_t': np.float64(-0.026323)}, {'dimension': 'segment', 'label': 'star', 'event_count': 69, 'date_count': 12, 'effect': -0.02788045, 'effect_t': np.float64(-1.04251)}, {'dimension': 'segment', 'label': 'szse_main', 'event_count': 124, 'date_count': 12, 'effect': 0.01861094, 'effect_t': np.float64(0.749725)}, {'dimension': 'segment', 'label': 'szse_sme_legacy', 'event_count': 165, 'date_count': 11, 'effect': 0.00956661, 'effect_t': np.float64(0.195289)}]"
phase3f-run-v1,HYP-HL-CAL-001,huangli_calibrated,listing_open_v1,universe_subset,OK,0.5,False,2/2 个切片可判定；符号一致性 0.5,"[{'dimension': 'universe_subset', 'label': 'active', 'event_count': 595, 'date_count': 15, 'effect': 0.02584351, 'effect_t': np.float64(1.133796)}, {'dimension': 'universe_subset', 'label': 'delisted', 'event_count': 242, 'date_count': 11, 'effect': -0.06707818, 'effect_t': np.float64(-1.416682)}]"
phase3f-run-v1,HYP-HL-CAL-001,huangli_calibrated,listing_open_v1,market_regime,OK,1.0,True,2/2 个切片可判定；符号一致性 1.0,"[{'dimension': 'market_regime', 'label': 'down', 'event_count': 459, 'date_count': 8, 'effect': 0.01281811, 'effect_t': np.float64(0.302666)}, {'dimension': 'market_regime', 'label': 'up', 'event_count': 378, 'date_count': 7, 'effect': 0.00703587, 'effect_t': np.float64(0.22516)}]"
phase3f-run-v1,HYP-HL-CAL-001,huangli_calibrated,listing_open_v1,non_overlapping,OK,,True,相邻采样点相隔 57–65 个交易日，持有期 20D；重叠对占比 0.0000（0 表示事件窗口完全不重叠）,[]
phase3f-run-v1,HYP-HL-CAL-001,huangli_calibrated,listing_open_v1,adj_snapshot,OK,,True,仅能由退市补丁提供除权因子的股票占比 0.179168；两个快照对 500 只股票并集覆盖，未发现未覆盖行。,[]
phase3f-run-v1,HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,ipo_approx_v1,year,OK,0.75,True,4/4 个切片可判定；符号一致性 0.75,"[{'dimension': 'year', 'label': '2023', 'event_count': 237, 'date_count': 4, 'effect': -0.00144415, 'effect_t': np.float64(-0.077033)}, {'dimension': 'year', 'label': '2024', 'event_count': 230, 'date_count': 4, 'effect': -0.03776201, 'effect_t': np.float64(-0.785147)}, {'dimension': 'year', 'label': '2025', 'event_count': 225, 'date_count': 4, 'effect': -0.01949331, 'effect_t': np.float64(-1.413759)}, {'dimension': 'year', 'label': '2026', 'event_count': 156, 'date_count': 3, 'effect': 0.00524746, 'effect_t': np.float64(0.188085)}]"
phase3f-run-v1,HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,ipo_approx_v1,segment,OK,1.0,True,5/5 个切片可判定；符号一致性 1.0,"[{'dimension': 'segment', 'label': 'chinext', 'event_count': 233, 'date_count': 15, 'effect': -0.02637933, 'effect_t': np.float64(-1.675375)}, {'dimension': 'segment', 'label': 'sse_main', 'event_count': 289, 'date_count': 15, 'effect': -0.00930588, 'effect_t': np.float64(-0.522172)}, {'dimension': 'segment', 'label': 'star', 'event_count': 66, 'date_count': 15, 'effect': -0.00692506, 'effect_t': np.float64(-0.257305)}, {'dimension': 'segment', 'label': 'szse_main', 'event_count': 95, 'date_count': 15, 'effect': -0.01309578, 'effect_t': np.float64(-0.854614)}, {'dimension': 'segment', 'label': 'szse_sme_legacy', 'event_count': 165, 'date_count': 15, 'effect': -0.00621048, 'effect_t': np.float64(-0.297296)}]"
phase3f-run-v1,HYP-CON-BZ-ZW-RAW-001,bazi_ziwei_raw,ipo_approx_v1,universe_subset,OK,0.5,False,2/2 个切片可判定；符号一致性 0.5,"[{'dimension': 'universe_subset', 'label': 'active', 'event_count': 684, 'date_count': 15, 'effect': 0.00324018, 'effect_t': np.float64(0.294164)}, {'dimension': 'universe_subset', 'label': 'delisted', 'event_count': 164, 'date_count': 14, 'effect': -0.15869194, 'effect_t': np.float64(-2.386117)}]"
