hypothesis_id,birth_model,direction_source,split_version,fold_id,train_period,fit_row_count,fit_actual_max_as_of,fit_max_as_of_bound,fit_partitions,fit_group_count,calibration_fit_hash,calibration_version,holdout_freeze_bound,freeze_bound_exceeded,freeze_bound_note,test_period,test_row_count,stock_count,event_count,sample_count,mean_excess_return,up_rate,sign,negative_control_mean_excess_return,negative_control_p_value,research_status,horizon_5d_sample_count,horizon_5d_mean_excess_return,horizon_10d_sample_count,horizon_10d_mean_excess_return,horizon_20d_sample_count,horizon_20d_mean_excess_return,horizon_60d_sample_count,horizon_60d_mean_excess_return
HYP-ZW-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2019,"['2010-01-01', '2018-12-31']",96156,2018-10-01,2018-12-31,['TRAIN'],9,7e9897570d3b5a28,cal-wf-2019,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2019-01-01', '2019-12-31']",12168,237,582,579,-0.087997,0.176166,-1,-0.068938,0.9900497512437811,NO_SIGNAL,582,-0.015292,580,-0.02854,579,-0.087997,563,-0.058825
HYP-ZW-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2020,"['2010-01-01', '2019-12-31']",108324,2019-10-01,2019-12-31,"['TRAIN', 'VALIDATION']",9,033ca6ada2d5cbd7,cal-wf-2020,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2020-01-01', '2020-12-31']",11988,212,550,548,-0.07308,0.273723,-1,-0.070072,0.6417910447761194,NO_SIGNAL,550,-0.007337,550,-0.021726,548,-0.07308,530,-0.087777
HYP-ZW-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2021,"['2010-01-01', '2020-12-31']",120312,2020-10-01,2020-12-31,"['TRAIN', 'VALIDATION']",9,d591405dff781320,cal-wf-2021,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2021-01-01', '2021-12-31']",11952,182,393,393,-0.038266,0.356234,-1,-0.039164,0.4577114427860697,NO_SIGNAL,393,-0.031227,393,-0.029755,393,-0.038266,384,0.072375
HYP-ZW-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2022,"['2010-01-01', '2021-12-31']",132264,2021-10-01,2021-12-31,"['TRAIN', 'VALIDATION']",9,d8d6c61311828cbd,cal-wf-2022,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2022-01-01', '2022-12-31']",11241,121,248,245,-0.028591,0.477551,-1,-0.015947,0.8606965174129353,NO_SIGNAL,247,0.011656,247,0.00711,245,-0.028591,235,0.0018
HYP-ZW-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2023,"['2010-01-01', '2022-12-31']",143505,2022-10-01,2022-12-31,"['TRAIN', 'VALIDATION']",9,93215bd397863adb,cal-wf-2023,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2023-01-01', '2023-12-31']",10134,94,182,179,-0.034332,0.424581,-1,-0.009525,0.9701492537313433,NO_SIGNAL,182,-0.010928,181,-0.032866,179,-0.034332,171,-0.025948
HYP-ZW-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2024,"['2010-01-01', '2023-12-31']",153639,2023-10-01,2023-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,f5c0e0fc383db82d,cal-wf-2024,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2024-01-01', '2024-12-31']",8622,92,186,185,-0.039965,0.383784,-1,-0.037618,0.6019900497512438,NO_SIGNAL,186,-0.005697,186,-0.035963,185,-0.039965,175,-0.074683
HYP-ZW-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2025,"['2010-01-01', '2024-12-31']",162261,2024-10-01,2024-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,026c3b32a2dd6434,cal-wf-2025,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2025-01-01', '2025-12-31']",7119,76,153,145,-0.018909,0.42069,-1,-0.011139,0.7611940298507462,NO_SIGNAL,152,-0.026594,151,-0.016088,145,-0.018909,142,-0.043515
HYP-ZW-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2026,"['2010-01-01', '2025-12-31']",169380,2025-10-01,2025-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,c2efb4321737710b,cal-wf-2026,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2026-01-01', '2026-08-14']",6354,75,161,109,-0.008211,0.541284,-1,-0.020487,0.24378109452736318,NO_SIGNAL,112,-0.000798,110,0.004494,109,-0.008211,64,-0.04079
HYP-ZW-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2015,"['2010-01-01', '2014-12-31']",49788,2014-10-01,2014-12-31,['TRAIN'],9,4451a69b6ce400a7,cal-wf-2015,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2015-01-01', '2015-12-31']",11061,157,352,350,0.148237,0.682857,1,0.315302,1.0,NO_SIGNAL,352,0.032518,350,0.084889,350,0.148237,346,0.24819
HYP-ZW-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2016,"['2010-01-01', '2015-12-31']",60849,2015-10-01,2015-12-31,['TRAIN'],9,07c9ae1d207382d6,cal-wf-2016,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2016-01-01', '2016-12-31']",11241,175,412,411,-0.008589,0.43309,-1,0.151559,1.0,NO_SIGNAL,412,0.004199,412,-0.00225,411,-0.008589,407,-0.001048
HYP-ZW-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2017,"['2010-01-01', '2016-12-31']",72090,2016-10-01,2016-12-31,['TRAIN'],9,e24a507bb3bd3c83,cal-wf-2017,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2017-01-01', '2017-12-31']",11817,154,446,446,-0.081767,0.233184,-1,-0.004749,1.0,NO_SIGNAL,446,-0.014761,446,-0.065766,446,-0.081767,438,-0.122845
HYP-ZW-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2018,"['2010-01-01', '2017-12-31']",83907,2017-10-01,2017-12-31,['TRAIN'],9,4910a061da42984c,cal-wf-2018,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2018-01-01', '2018-12-31']",12249,185,481,480,-0.063459,0.335417,-1,-0.03283,1.0,NO_SIGNAL,481,-0.048212,480,-0.069283,480,-0.063459,472,-0.064232
HYP-ZW-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2019,"['2010-01-01', '2018-12-31']",96156,2018-10-01,2018-12-31,['TRAIN'],9,7e9897570d3b5a28,cal-wf-2019,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2019-01-01', '2019-12-31']",12168,207,490,489,-0.088811,0.159509,-1,-0.068525,1.0,NO_SIGNAL,490,-0.014709,489,-0.027173,489,-0.088811,473,-0.061393
HYP-ZW-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2020,"['2010-01-01', '2019-12-31']",108324,2019-10-01,2019-12-31,"['TRAIN', 'VALIDATION']",9,033ca6ada2d5cbd7,cal-wf-2020,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2020-01-01', '2020-12-31']",11988,210,522,519,-0.078675,0.267823,-1,-0.069716,0.8706467661691543,NO_SIGNAL,522,-0.01734,522,-0.035592,519,-0.078675,492,-0.079724
HYP-ZW-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2021,"['2010-01-01', '2020-12-31']",120312,2020-10-01,2020-12-31,"['TRAIN', 'VALIDATION']",9,d591405dff781320,cal-wf-2021,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2021-01-01', '2021-12-31']",11952,195,463,460,-0.022601,0.384783,-1,-0.039017,0.014925373134328358,OUTPERFORM_CONTROL,463,-0.018987,461,-0.018021,460,-0.022601,450,0.088241
HYP-ZW-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2022,"['2010-01-01', '2021-12-31']",132264,2021-10-01,2021-12-31,"['TRAIN', 'VALIDATION']",9,d8d6c61311828cbd,cal-wf-2022,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2022-01-01', '2022-12-31']",11241,118,247,246,-0.021194,0.48374,-1,-0.016069,0.6567164179104478,NO_SIGNAL,247,0.011767,247,0.006492,246,-0.021194,238,0.026683
HYP-ZW-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2023,"['2010-01-01', '2022-12-31']",143505,2022-10-01,2022-12-31,"['TRAIN', 'VALIDATION']",9,93215bd397863adb,cal-wf-2023,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2023-01-01', '2023-12-31']",10134,87,168,164,0.002809,0.506098,1,-0.008607,0.15920398009950248,NO_SIGNAL,168,-0.008181,166,-0.024451,164,0.002809,162,0.041725
HYP-ZW-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2024,"['2010-01-01', '2023-12-31']",153639,2023-10-01,2023-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,f5c0e0fc383db82d,cal-wf-2024,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2024-01-01', '2024-12-31']",8622,91,185,184,-0.04426,0.331522,-1,-0.040091,0.6218905472636815,NO_SIGNAL,185,-0.013054,185,-0.030966,184,-0.04426,177,-0.04258
HYP-ZW-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2025,"['2010-01-01', '2024-12-31']",162261,2024-10-01,2024-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,026c3b32a2dd6434,cal-wf-2025,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2025-01-01', '2025-12-31']",7119,86,180,176,-0.017402,0.443182,-1,-0.012302,0.6567164179104478,NO_SIGNAL,179,-0.025522,178,-0.008607,176,-0.017402,171,-0.004902
HYP-ZW-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2026,"['2010-01-01', '2025-12-31']",169380,2025-10-01,2025-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,c2efb4321737710b,cal-wf-2026,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2026-01-01', '2026-08-14']",6354,83,191,132,0.013161,0.537879,1,-0.020128,0.01990049751243781,OUTPERFORM_CONTROL,135,0.011192,135,0.010123,132,0.013161,78,-0.050255
HYP-HL-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2015,"['2010-01-01', '2014-12-31']",49788,2014-10-01,2014-12-31,['TRAIN'],9,4451a69b6ce400a7,cal-wf-2015,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2015-01-01', '2015-12-31']",11061,237,492,491,0.170375,0.688391,1,0.319228,1.0,NO_SIGNAL,492,0.056283,492,0.089917,491,0.170375,484,0.340957
HYP-HL-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2016,"['2010-01-01', '2015-12-31']",60849,2015-10-01,2015-12-31,['TRAIN'],9,07c9ae1d207382d6,cal-wf-2016,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2016-01-01', '2016-12-31']",11241,199,232,232,-0.009776,0.331897,-1,0.146514,1.0,NO_SIGNAL,232,0.01586,232,0.010322,232,-0.009776,230,0.021326
HYP-HL-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2017,"['2010-01-01', '2016-12-31']",72090,2016-10-01,2016-12-31,['TRAIN'],9,e24a507bb3bd3c83,cal-wf-2017,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2017-01-01', '2017-12-31']",11817,276,525,523,-0.090696,0.185468,-1,-0.003157,1.0,NO_SIGNAL,524,-0.022196,524,-0.062976,523,-0.090696,514,-0.145369
HYP-HL-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2018,"['2010-01-01', '2017-12-31']",83907,2017-10-01,2017-12-31,['TRAIN'],9,4910a061da42984c,cal-wf-2018,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2018-01-01', '2018-12-31']",12249,180,209,209,-0.021512,0.444976,-1,-0.031708,0.3034825870646766,NO_SIGNAL,209,-0.046054,209,-0.068825,209,-0.021512,206,0.01232
HYP-HL-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2019,"['2010-01-01', '2018-12-31']",96156,2018-10-01,2018-12-31,['TRAIN'],9,7e9897570d3b5a28,cal-wf-2019,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2019-01-01', '2019-12-31']",12168,199,250,248,-0.094332,0.165323,-1,-0.066899,0.9601990049751243,NO_SIGNAL,250,-0.014855,249,-0.030222,248,-0.094332,236,-0.046818
HYP-HL-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2020,"['2010-01-01', '2019-12-31']",108324,2019-10-01,2019-12-31,"['TRAIN', 'VALIDATION']",9,033ca6ada2d5cbd7,cal-wf-2020,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2020-01-01', '2020-12-31']",11988,176,186,183,-0.056731,0.278689,-1,-0.068364,0.22885572139303484,NO_SIGNAL,185,0.00497,185,-0.014535,183,-0.056731,177,-0.02785
HYP-HL-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2021,"['2010-01-01', '2020-12-31']",120312,2020-10-01,2020-12-31,"['TRAIN', 'VALIDATION']",9,d591405dff781320,cal-wf-2021,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2021-01-01', '2021-12-31']",11952,244,441,437,-0.063024,0.313501,-1,-0.038576,1.0,NO_SIGNAL,441,-0.028787,439,-0.029009,437,-0.063024,419,0.066156
HYP-HL-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2022,"['2010-01-01', '2021-12-31']",132264,2021-10-01,2021-12-31,"['TRAIN', 'VALIDATION']",9,d8d6c61311828cbd,cal-wf-2022,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2022-01-01', '2022-12-31']",11241,137,169,167,0.074039,0.772455,1,-0.014787,0.004975124378109453,OUTPERFORM_CONTROL,167,0.00552,167,0.017223,167,0.074039,166,0.086785
HYP-HL-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2023,"['2010-01-01', '2022-12-31']",143505,2022-10-01,2022-12-31,"['TRAIN', 'VALIDATION']",9,93215bd397863adb,cal-wf-2023,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2023-01-01', '2023-12-31']",10134,156,162,154,0.002462,0.448052,1,-0.009568,0.18407960199004975,NO_SIGNAL,158,-8.3e-05,155,-0.007087,154,0.002462,153,0.045665
HYP-HL-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2024,"['2010-01-01', '2023-12-31']",153639,2023-10-01,2023-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,f5c0e0fc383db82d,cal-wf-2024,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2024-01-01', '2024-12-31']",8622,248,399,395,-0.109551,0.212658,-1,-0.037742,1.0,NO_SIGNAL,399,-0.013724,399,-0.054403,395,-0.109551,370,-0.155876
HYP-HL-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2025,"['2010-01-01', '2024-12-31']",162261,2024-10-01,2024-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,026c3b32a2dd6434,cal-wf-2025,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2025-01-01', '2025-12-31']",7119,153,256,249,-0.0094,0.518072,-1,-0.011451,0.4228855721393035,NO_SIGNAL,254,-0.00951,252,0.00287,249,-0.0094,241,-0.022308
HYP-HL-CAL-001,listing_open_v1,calibrated,phase3-oos-v1,WF-2026,"['2010-01-01', '2025-12-31']",169380,2025-10-01,2025-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,c2efb4321737710b,cal-wf-2026,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2026-01-01', '2026-08-14']",6354,97,111,110,0.031906,0.672727,1,-0.0205,0.004975124378109453,OUTPERFORM_CONTROL,111,0.005774,110,0.001914,110,0.031906,14,-0.1041
HYP-HL-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2015,"['2010-01-01', '2014-12-31']",49788,2014-10-01,2014-12-31,['TRAIN'],9,4451a69b6ce400a7,cal-wf-2015,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2015-01-01', '2015-12-31']",11061,282,626,625,0.201345,0.6912,1,0.311267,1.0,NO_SIGNAL,626,0.062428,626,0.106387,625,0.201345,617,0.370329
HYP-HL-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2016,"['2010-01-01', '2015-12-31']",60849,2015-10-01,2015-12-31,['TRAIN'],9,07c9ae1d207382d6,cal-wf-2016,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2016-01-01', '2016-12-31']",11241,105,135,135,-0.024145,0.318519,-1,0.150243,1.0,NO_SIGNAL,135,0.001691,135,-0.007887,135,-0.024145,135,0.0094
HYP-HL-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2017,"['2010-01-01', '2016-12-31']",72090,2016-10-01,2016-12-31,['TRAIN'],9,e24a507bb3bd3c83,cal-wf-2017,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2017-01-01', '2017-12-31']",11817,296,680,679,-0.094487,0.189985,-1,-0.005282,1.0,NO_SIGNAL,679,-0.025211,679,-0.076704,679,-0.094487,666,-0.145741
HYP-HL-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2018,"['2010-01-01', '2017-12-31']",83907,2017-10-01,2017-12-31,['TRAIN'],9,4910a061da42984c,cal-wf-2018,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2018-01-01', '2018-12-31']",12249,212,246,246,-0.021788,0.434959,-1,-0.031727,0.2885572139303483,NO_SIGNAL,246,-0.052179,246,-0.072612,246,-0.021788,244,0.016401
HYP-HL-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2019,"['2010-01-01', '2018-12-31']",96156,2018-10-01,2018-12-31,['TRAIN'],9,7e9897570d3b5a28,cal-wf-2019,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2019-01-01', '2019-12-31']",12168,239,345,343,-0.08769,0.148688,-1,-0.067174,0.9353233830845771,NO_SIGNAL,345,-0.014909,344,-0.023853,343,-0.08769,333,-0.053386
HYP-HL-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2020,"['2010-01-01', '2019-12-31']",108324,2019-10-01,2019-12-31,"['TRAIN', 'VALIDATION']",9,033ca6ada2d5cbd7,cal-wf-2020,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2020-01-01', '2020-12-31']",11988,149,171,169,-0.05608,0.254438,-1,-0.068761,0.19900497512437812,NO_SIGNAL,171,0.011901,171,-0.009075,169,-0.05608,165,-0.059127
HYP-HL-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2021,"['2010-01-01', '2020-12-31']",120312,2020-10-01,2020-12-31,"['TRAIN', 'VALIDATION']",9,d591405dff781320,cal-wf-2021,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2021-01-01', '2021-12-31']",11952,292,584,579,-0.057668,0.309154,-1,-0.038969,1.0,NO_SIGNAL,584,-0.030089,582,-0.026122,579,-0.057668,562,0.059611
HYP-HL-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2022,"['2010-01-01', '2021-12-31']",132264,2021-10-01,2021-12-31,"['TRAIN', 'VALIDATION']",9,d8d6c61311828cbd,cal-wf-2022,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2022-01-01', '2022-12-31']",11241,92,99,98,0.115531,0.836735,1,-0.016314,0.004975124378109453,OUTPERFORM_CONTROL,98,0.014454,98,0.025837,98,0.115531,98,0.119883
HYP-HL-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2023,"['2010-01-01', '2022-12-31']",143505,2022-10-01,2022-12-31,"['TRAIN', 'VALIDATION']",9,93215bd397863adb,cal-wf-2023,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2023-01-01', '2023-12-31']",10134,56,57,53,0.007938,0.396226,1,-0.008829,0.23383084577114427,NO_SIGNAL,55,-0.003941,54,-0.014914,53,0.007938,52,0.026486
HYP-HL-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2024,"['2010-01-01', '2023-12-31']",153639,2023-10-01,2023-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,f5c0e0fc383db82d,cal-wf-2024,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2024-01-01', '2024-12-31']",8622,217,338,332,-0.108381,0.222892,-1,-0.039712,1.0,NO_SIGNAL,338,-0.013894,338,-0.061479,332,-0.108381,309,-0.129285
HYP-HL-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2025,"['2010-01-01', '2024-12-31']",162261,2024-10-01,2024-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,026c3b32a2dd6434,cal-wf-2025,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2025-01-01', '2025-12-31']",7119,149,226,221,0.006584,0.529412,1,-0.011355,0.03482587064676617,OUTPERFORM_CONTROL,225,-0.013275,224,-0.002952,221,0.006584,218,-0.018245
HYP-HL-CAL-001,listing_close_v1,calibrated,phase3-oos-v1,WF-2026,"['2010-01-01', '2025-12-31']",169380,2025-10-01,2025-12-31,"['OOS', 'TRAIN', 'VALIDATION']",9,c2efb4321737710b,cal-wf-2026,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2026-01-01', '2026-08-14']",6354,93,118,116,0.009969,0.568966,1,-0.020873,0.04975124378109453,OUTPERFORM_CONTROL,118,0.004329,116,0.002407,116,0.009969,34,-0.107357
HYP-HL-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2015,"['2010-01-01', '2014-12-31']",49788,2014-10-01,2014-12-31,['TRAIN'],9,4451a69b6ce400a7,cal-wf-2015,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2015-01-01', '2015-12-31']",11061,236,505,504,0.199875,0.680556,1,0.314631,1.0,NO_SIGNAL,505,0.0587,504,0.106027,504,0.199875,493,0.373548
HYP-HL-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2016,"['2010-01-01', '2015-12-31']",60849,2015-10-01,2015-12-31,['TRAIN'],9,07c9ae1d207382d6,cal-wf-2016,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2016-01-01', '2016-12-31']",11241,210,248,248,-0.02518,0.383065,-1,0.147798,1.0,NO_SIGNAL,248,0.009396,248,-0.008683,248,-0.02518,246,0.016975
HYP-HL-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2017,"['2010-01-01', '2016-12-31']",72090,2016-10-01,2016-12-31,['TRAIN'],9,e24a507bb3bd3c83,cal-wf-2017,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2017-01-01', '2017-12-31']",11817,283,531,530,-0.081894,0.203774,-1,-0.004949,1.0,NO_SIGNAL,530,-0.022323,530,-0.059123,530,-0.081894,523,-0.143655
HYP-HL-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2018,"['2010-01-01', '2017-12-31']",83907,2017-10-01,2017-12-31,['TRAIN'],9,4910a061da42984c,cal-wf-2018,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2018-01-01', '2018-12-31']",12249,181,211,211,-0.003815,0.483412,-1,-0.031769,0.0845771144278607,NO_SIGNAL,211,-0.051322,211,-0.071695,211,-0.003815,208,0.033787
HYP-HL-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2019,"['2010-01-01', '2018-12-31']",96156,2018-10-01,2018-12-31,['TRAIN'],9,7e9897570d3b5a28,cal-wf-2019,2018-12-31,False,训练前缀落在 cal-v1 fit 区间内,"['2019-01-01', '2019-12-31']",12168,203,256,256,-0.090096,0.140625,-1,-0.068206,0.9552238805970149,NO_SIGNAL,256,-0.019841,256,-0.033186,256,-0.090096,247,-0.040395
HYP-HL-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2020,"['2010-01-01', '2019-12-31']",108324,2019-10-01,2019-12-31,"['TRAIN', 'VALIDATION']",9,033ca6ada2d5cbd7,cal-wf-2020,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2020-01-01', '2020-12-31']",11988,167,176,174,-0.07345,0.275862,-1,-0.069954,0.6169154228855721,NO_SIGNAL,175,-0.003527,175,-0.023362,174,-0.07345,166,-0.011339
HYP-HL-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2021,"['2010-01-01', '2020-12-31']",120312,2020-10-01,2020-12-31,"['TRAIN', 'VALIDATION']",9,d591405dff781320,cal-wf-2021,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2021-01-01', '2021-12-31']",11952,242,452,449,-0.063368,0.309577,-1,-0.039154,1.0,NO_SIGNAL,452,-0.027618,449,-0.027223,449,-0.063368,433,0.048501
HYP-HL-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2022,"['2010-01-01', '2021-12-31']",132264,2021-10-01,2021-12-31,"['TRAIN', 'VALIDATION']",9,d8d6c61311828cbd,cal-wf-2022,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2022-01-01', '2022-12-31']",11241,135,162,161,0.091809,0.807453,1,-0.016523,0.004975124378109453,OUTPERFORM_CONTROL,161,0.015167,161,0.023835,161,0.091809,160,0.111308
HYP-HL-CAL-001,ipo_approx_v1,calibrated,phase3-oos-v1,WF-2023,"['2010-01-01', '2022-12-31']",143505,2022-10-01,2022-12-31,"['TRAIN', 'VALIDATION']",9,93215bd397863adb,cal-wf-2023,2018-12-31,True,扩窗训练前缀越过 cal-v1 的 fit 上界（holdout 协议专属），仍严格早于测试年,"['2023-01-01', '2023-12-31']",10134,155,160,151,-0.017146,0.350993,-1,-0.009772,0.7064676616915423,NO_SIGNAL,156,0.003375,151,0.001301,151,-0.017146,150,0.031094
